Project,subject_id,Hemisphere,Surface Type,Hausdorff Distance,ASSD,Chamfer Distance,Self-Intersection C_mwrm,Total Triangles C_mwrm,Colored CA VTK Path
cortexode,287248,lh,pial,6.308693680410855,0.4340514384741565,0.868102876948313,1785,245463,cortexode_287248_CA_lh_pial_distanceMesh.vtk
cortexode,213421,lh,pial,5.119864153047697,0.44270782348608695,0.8854156469721739,635,250213,cortexode_213421_CA_lh_pial_distanceMesh.vtk
cortexode,210617,lh,pial,6.939201121237541,0.4531962737193488,0.9063925474386976,1500,245549,cortexode_210617_CA_lh_pial_distanceMesh.vtk
cortexode,212015,lh,pial,5.25589329069069,0.4453407428797078,0.8906814857594156,1642,250875,cortexode_212015_CA_lh_pial_distanceMesh.vtk
cortexode,210011,lh,pial,5.8819429210823495,0.43398857295979887,0.8679771459195977,472,251948,cortexode_210011_CA_lh_pial_distanceMesh.vtk
cortexode,283543,lh,pial,5.486378489042301,0.449463603128354,0.898927206256708,1327,246819,cortexode_283543_CA_lh_pial_distanceMesh.vtk
cortexode,290136,lh,pial,4.394356723308807,0.44325001373890416,0.8865000274778083,1169,249910,cortexode_290136_CA_lh_pial_distanceMesh.vtk
cortexode,285446,lh,pial,4.176922117769237,0.4404446448345455,0.880889289669091,1491,251174,cortexode_285446_CA_lh_pial_distanceMesh.vtk
cortexode,286650,lh,pial,6.424043462234107,0.45227387257204243,0.9045477451440849,436,254845,cortexode_286650_CA_lh_pial_distanceMesh.vtk
cortexode,233326,lh,pial,4.487242959046088,0.4302682277058023,0.8605364554116046,799,257423,cortexode_233326_CA_lh_pial_distanceMesh.vtk
cortexode,298051,lh,pial,6.972861175949865,0.43033212739736626,0.8606642547947325,458,261671,cortexode_298051_CA_lh_pial_distanceMesh.vtk
cortexode,299154,lh,pial,13.248018597820888,0.4578155312400569,0.9156310624801138,1496,258265,cortexode_299154_CA_lh_pial_distanceMesh.vtk
cortexode,251833,lh,pial,4.781489251071228,0.4340399484132924,0.8680798968265848,762,264982,cortexode_251833_CA_lh_pial_distanceMesh.vtk
cortexode,211720,lh,pial,7.115162513221849,0.4541793334220715,0.908358666844143,1141,270617,cortexode_211720_CA_lh_pial_distanceMesh.vtk
cortexode,211215,lh,pial,5.172732981730417,0.4373245955602055,0.874649191120411,773,279774,cortexode_211215_CA_lh_pial_distanceMesh.vtk
cortexode,268749,lh,pial,5.6736747331229225,0.4496707481228574,0.8993414962457148,2504,279326,cortexode_268749_CA_lh_pial_distanceMesh.vtk
cortexode,205725,lh,pial,4.413532284685982,0.4576864145368699,0.9153728290737398,583,189271,cortexode_205725_CA_lh_pial_distanceMesh.vtk
cortexode,208327,lh,pial,5.145581965283604,0.4295290137223339,0.8590580274446677,421,287809,cortexode_208327_CA_lh_pial_distanceMesh.vtk
cortexode,214423,lh,pial,10.89046131302801,0.44915976066392926,0.8983195213278585,1836,288891,cortexode_214423_CA_lh_pial_distanceMesh.vtk
cortexode,204420,lh,pial,3.769350684515683,0.4469247574386304,0.8938495148772608,665,195392,cortexode_204420_CA_lh_pial_distanceMesh.vtk
cortexode,270332,lh,pial,6.075558051023613,0.4438334260338686,0.8876668520677372,1483,297061,cortexode_270332_CA_lh_pial_distanceMesh.vtk
cortexode,204521,lh,pial,4.3447280496421845,0.4385038406083285,0.877007681216657,1271,199863,cortexode_204521_CA_lh_pial_distanceMesh.vtk
cortexode,201414,lh,pial,8.032970269183378,0.4706176644689442,0.9412353289378884,668,215474,cortexode_201414_CA_lh_pial_distanceMesh.vtk
cortexode,205220,lh,pial,5.623465064221656,0.4351958046103918,0.8703916092207836,952,212549,cortexode_205220_CA_lh_pial_distanceMesh.vtk
